batsman,bowler,inning,batsman_runs,is_wicket
CH Gayle,SJ Srivastava,12,8,1
CL White,SK Trivedi,12,8,1
CL White,Yuvraj Singh,12,8,0
D Padikkal,JJ Bumrah,12,8,1
DA Miller,CJ Anderson,12,8,1
DA Warner,DE Bollinger,12,8,0
DA Warner,JP Behrendorff,12,8,0
DJ Bravo,RJ Harris,12,8,1
DJ Hussey,A Singh,12,8,0
DJ Hussey,M Muralitharan,12,8,1
DPMD Jayawardene,UT Yadav,12,8,0
EJG Morgan,Harmeet Singh,12,8,0
EJG Morgan,TG Southee,12,8,1
F du Plessis,AL Menaria,12,8,0
GH Vihari,UT Yadav,12,8,0
IK Pathan,Harmeet Singh,12,8,0
JA Morkel,SB Styris,12,8,0
JC Buttler,CV Varun,12,8,1
JEC Franklin,M Kartik,12,8,0
JP Duminy,WD Parnell,12,8,1
K Gowtham,Imran Tahir,12,8,0
KC Sangakkara,CH Gayle,12,8,1
KC Sangakkara,S Kaul,12,8,0
KD Karthik,A Nel,12,8,0
KD Karthik,AD Mascarenhas,12,8,1
KD Karthik,RE van der Merwe,12,8,0
KD Karthik,Y Venugopal Rao,12,8,0
KL Rahul,I Sharma,12,8,0
KM Jadhav,NM Coulter-Nile,12,8,1
KV Sharma,PP Chawla,12,8,0
Kamran Akmal,A Nehra,12,8,0
LR Shukla,JM Kemp,12,8,0
LRPL Taylor,SC Ganguly,12,8,1
M Morkel,SL Malinga,12,8,1
M Vohra,A Mishra,12,8,2
MK Lomror,JL Pattinson,12,8,0
MS Bisla,IC Pandey,12,8,0
MS Dhoni,J Botha,12,8,0
MS Dhoni,R Tewatia,12,8,0
MV Boucher,DS Kulkarni,12,8,0
Mandeep Singh,AB McDonald,12,8,0
Mandeep Singh,CJ Dala,12,8,0
N Pooran,JL Pattinson,12,8,1
N Rana,CR Woakes,12,8,0
N Saini,PP Ojha,12,8,1
NA Saini,HV Patel,12,8,0
NV Ojha,CH Morris,12,8,1
PP Chawla,NLTC Perera,12,8,3
PP Shaw,R Parag,12,8,0
Q de Kock,CH Gayle,12,8,0
Q de Kock,RA Jadeja,12,8,0
R Ashwin,MJ McClenaghan,12,8,1
R Vinay Kumar,M Morkel,12,8,0
RA Jadeja,MR Marsh,12,8,1
RS Bopara,A Symonds,12,8,0
RV Uthappa,SJ Srivastava,12,8,0
S Dhawan,DJG Sammy,12,8,0
S Dhawan,KAJ Roach,12,8,0
S Gopal,JJ Bumrah,12,8,1
S Sriram,AD Mathews,12,8,0
SK Raina,Yuvraj Singh,12,8,1
SR Tendulkar,AA Chavan,12,8,0
SR Tendulkar,P Awana,12,8,0
SR Watson,AB Dinda,12,8,0
SR Watson,DJG Sammy,12,8,0
SS Iyer,AS Rajpoot,12,8,0
SS Tiwary,R Dhawan,12,8,0
TK Curran,KA Pollard,12,8,1
TM Dilshan,JH Kallis,12,8,0
V Kohli,S Randiv,12,8,0
Y Nagar,DJ Bravo,12,8,0
Y Venugopal Rao,P Parameswaran,12,8,1
Yuvraj Singh,AD Mathews,12,8,0
AB de Villiers,R Dhawan,11,8,1
AJ Finch,P Kumar,11,8,0
AT Rayudu,MR Marsh,11,8,0
Azhar Mahmood,R Dhawan,11,8,0
CH Morris,MG Johnson,11,8,0
CJ Ferguson,PP Ojha,11,8,0
DA Miller,S Kaushik,11,8,0
DB Ravi Teja,AB Dinda,11,8,0
GC Smith,SL Malinga,11,8,0
Harbhajan Singh,S Nadeem,11,8,0
JC Buttler,SB Jakati,11,8,1
JR Philippe,DR Sams,11,8,0
LRPL Taylor,R Ashwin,11,8,0
MG Johnson,B Kumar,11,8,1
MV Boucher,L Balaji,11,8,0
Mandeep Singh,AS Rajpoot,11,8,0
NV Ojha,IK Pathan,11,8,0
PA Patel,DJ Hussey,11,8,0
Q de Kock,CJ Jordan,11,8,1
Q de Kock,GC Viljoen,11,8,0
S Anirudha,RP Singh,11,8,1
SA Yadav,HV Patel,11,8,1
SPD Smith,S Kaul,11,8,1
SS Iyer,HH Pandya,11,8,1
V Shankar,UT Yadav,11,8,0
WP Saha,R Vinay Kumar,11,8,0
Y Venugopal Rao,MS Gony,11,8,0
AC Voges,JH Kallis,10,8,0
AC Voges,ST Jayasuriya,10,8,0
AL Menaria,Anand Rajan,10,8,0
AM Rahane,SN Thakur,10,8,0
AP Tare,SK Trivedi,10,8,0
AT Rayudu,KMA Paul,10,8,0
AT Rayudu,R Dhawan,10,8,1
BB McCullum,PJ Sangwan,10,8,1
BCJ Cutting,JC Archer,10,8,0
BJ Hodge,HV Patel,10,8,1
Bipul Sharma,CR Woakes,10,8,0
CA Pujara,SW Tait,10,8,0
CJ Anderson,Mohammed Siraj,10,8,0
D Wiese,KA Pollard,10,8,1
DB Ravi Teja,Iqbal Abdulla,10,8,0
DJ Hussey,AA Chavan,10,8,0
DJ Hussey,L Balaji,10,8,0
DJG Sammy,RA Jadeja,10,8,1
DJM Short,LE Plunkett,10,8,0
EJG Morgan,JP Duminy,10,8,1
FY Fazal,I Sharma,10,8,0
G Gambhir,Shoaib Ahmed,10,8,1
HH Pandya,B Kumar,10,8,1
JD Ryder,NJ Rimmington,10,8,0
JJ Bumrah,S Kaul,10,8,0
JP Duminy,Sandeep Sharma,10,8,0
JP Faulkner,DJ Bravo,10,8,0
JP Faulkner,MC Henriques,10,8,0
KA Pollard,DJG Sammy,10,8,0
KD Karthik,BE Hendricks,10,8,2
KK Nair,CJ Jordan,10,8,0
KM Jadhav,BCJ Cutting,10,8,0
KM Jadhav,DJ Bravo,10,8,0
LRPL Taylor,NL McCullum,10,8,0
M Manhas,YA Abdulla,10,8,0
M Vohra,S Badree,10,8,0
MA Agarwal,JL Pattinson,10,8,0
MEK Hussey,DJ Hussey,10,8,0
MJ Guptill,BB Sran,10,8,0
MK Pandey,AN Ahmed,10,8,0
MK Tiwary,AB Dinda,10,8,0
MS Dhoni,S Narwal,10,8,0
Mandeep Singh,DP Nannes,10,8,1
N Jagadeesan,S Dube,10,8,0
OA Shah,R Ashwin,10,8,0
PK Garg,R Ashwin,10,8,0
PP Shaw,KM Asif,10,8,1
Q de Kock,Mohammed Siraj,10,8,1
R Dravid,AC Thomas,10,8,0
R Dravid,Azhar Mahmood,10,8,0
RA Jadeja,KH Pandya,10,8,2
RG Sharma,CL White,10,8,0
RR Sarwan,JH Kallis,10,8,0
RV Uthappa,JL Pattinson,10,8,1
S Badrinath,AC Thomas,10,8,0
S Dube,JDS Neesham,10,8,0
SA Yadav,GJ Maxwell,10,8,0
SA Yadav,L Balaji,10,8,0
SC Ganguly,JR Hopes,10,8,0
SM Curran,S Gopal,10,8,1
SN Khan,Anureet Singh,10,8,1
SP Goswami,CK Langeveldt,10,8,1
SPD Smith,IK Pathan,10,8,1
SPD Smith,J Theron,10,8,1
SS Tiwary,Kuldeep Yadav,10,8,0
SS Tiwary,R Tewatia,10,8,0
SV Samson,Azhar Mahmood,10,8,0
T Henderson,R Vinay Kumar,10,8,0
UT Khawaja,Mohammed Shami,10,8,0
V Kohli,SC Ganguly,10,8,0
WP Saha,DL Vettori,10,8,0
YK Pathan,J Botha,10,8,0
YK Pathan,Mohammed Siraj,10,8,1
AC Gilchrist,V Kohli,9,8,0
AP Tare,SW Tait,9,8,0
B Lee,RJ Harris,9,8,0
BA Stokes,UT Yadav,9,8,0
BB McCullum,KP Appanna,9,8,0
C Munro,DJ Hooda,9,8,1
CA Pujara,Azhar Mahmood,9,8,0
CH Gayle,JDP Oram,9,8,0
CH Gayle,KP Pietersen,9,8,0
DJ Bravo,B Laughlin,9,8,0
DJ Bravo,YK Pathan,9,8,0
GJ Maxwell,CR Woakes,9,8,0
HH Pandya,R Tewatia,9,8,0
IK Pathan,JP Faulkner,9,8,1
IK Pathan,VY Mahesh,9,8,0
JD Ryder,AG Murtaza,9,8,0
JH Kallis,T Thushara,9,8,0
JP Duminy,KH Pandya,9,8,0
JP Duminy,PC Valthaty,9,8,0
JR Philippe,Sandeep Sharma,9,8,0
MN van Wyk,A Nehra,9,8,1
MS Dhoni,SB Bangar,9,8,0
N Rana,Imran Tahir,9,8,1
P Negi,UT Yadav,9,8,1
PP Shaw,K Gowtham,9,8,0
RA Jadeja,BAW Mendis,9,8,0
RV Uthappa,GJ Maxwell,9,8,0
S Dhawan,S Aravind,9,8,0
SK Raina,B Stanlake,9,8,0
STR Binny,VY Mahesh,9,8,1
Shakib Al Hasan,PV Tambe,9,8,0
Y Nagar,SB Jakati,9,8,0
YK Pathan,HH Pandya,9,8,0
A Mishra,MR Marsh,8,8,1
AC Blizzard,R Bhatia,8,8,0
AD Hales,HV Patel,8,8,1
AD Russell,DL Chahar,8,8,0
AJ Finch,JPR Scantlebury-Searles,8,8,1
AJ Tye,Sandeep Sharma,8,8,2
AM Rahane,JL Pattinson,8,8,0
AR Patel,Anureet Singh,8,8,1
AR Patel,Iqbal Abdulla,8,8,0
AS Raut,DJ Bravo,8,8,0
AT Rayudu,A Singh,8,8,0
AT Rayudu,SM Boland,8,8,0
Abdul Samad,PJ Cummins,8,8,0
BJ Hodge,Ankit Sharma,8,8,0
BJ Hodge,R Dhawan,8,8,0
Bipul Sharma,AB Dinda,8,8,0
CH Morris,AB Dinda,8,8,0
CL White,DR Smith,8,8,1
D Padikkal,CV Varun,8,8,0
DA Miller,J Theron,8,8,0
DJ Bravo,A Singh,8,8,0
DJ Bravo,R Rampaul,8,8,1
DJ Bravo,RS Bopara,8,8,1
DJ Harris,DE Bollinger,8,8,1
DL Chahar,Sandeep Sharma,8,8,1
DL Vettori,R Vinay Kumar,8,8,0
DW Steyn,IK Pathan,8,8,1
EJG Morgan,SN Thakur,8,8,0
EJG Morgan,TA Boult,8,8,0
F du Plessis,T Natarajan,8,8,0
IK Pathan,SR Watson,8,8,0
IK Pathan,WPUJC Vaas,8,8,0
Ishan Kishan,DW Steyn,8,8,0
Ishan Kishan,JJ Bumrah,8,8,0
JA Morkel,MR Marsh,8,8,0
JC Archer,TA Boult,8,8,0
JO Holder,YS Chahal,8,8,0
JP Duminy,S Gopal,8,8,0
K Goel,JP Duminy,8,8,0
KB Arun Karthik,DS Kulkarni,8,8,0
KD Karthik,Anureet Singh,8,8,0
KH Pandya,GJ Maxwell,8,8,0
KK Cooper,Z Khan,8,8,1
KK Nair,GB Hogg,8,8,0
KL Rahul,DJG Sammy,8,8,0
KL Rahul,Yuvraj Singh,8,8,0
KM Jadhav,R Bhatia,8,8,0
KP Pietersen,DJG Sammy,8,8,0
LH Ferguson,CH Morris,8,8,1
LMP Simmons,TG Southee,8,8,0
M Vohra,BAW Mendis,8,8,0
MA Agarwal,I Udana,8,8,0
MEK Hussey,M Muralitharan,8,8,0
MF Maharoof,DS Kulkarni,8,8,0
MJ Lumb,DS Kulkarni,8,8,1
MP Stoinis,DS Kulkarni,8,8,0
MR Marsh,Harbhajan Singh,8,8,0
MS Dhoni,Jaskaran Singh,8,8,0
MV Boucher,DP Nannes,8,8,0
MV Boucher,ST Jayasuriya,8,8,0
Mandeep Singh,GB Hogg,8,8,0
Mandeep Singh,K Gowtham,8,8,0
N Rana,M Ashwin,8,8,0
NV Ojha,AA Jhunjhunwala,8,8,0
P Dogra,PJ Sangwan,8,8,0
P Negi,GB Hogg,8,8,2
P Simran Singh,B Kumar,8,8,0
PA Patel,Karanveer Singh,8,8,1
Q de Kock,P Dubey,8,8,0
R Ashwin,RJ Harris,8,8,1
R Sathish,MC Henriques,8,8,0
R Vinay Kumar,AB Agarkar,8,8,0
RA Tripathi,Harbhajan Singh,8,8,0
RG Sharma,I Udana,8,8,0
RV Uthappa,BJ Hodge,8,8,0
S Badrinath,DW Steyn,8,8,0
S Dhawan,Avesh Khan,8,8,0
S Dube,SL Malinga,8,8,0
S Gopal,Rashid Khan,8,8,0
SL Malinga,JA Morkel,8,8,0
SM Curran,S Lamichhane,8,8,2
SM Pollock,PP Ojha,8,8,0
SP Goswami,V Sehwag,8,8,0
SS Iyer,MA Starc,8,8,1
SV Samson,BE Hendricks,8,8,0
SV Samson,DJ Willey,8,8,0
SV Samson,R Sathish,8,8,0
TL Suman,AA Chavan,8,8,0
TL Suman,CH Gayle,8,8,0
VVS Laxman,A Singh,8,8,0
WP Saha,AM Nayar,8,8,0
WP Saha,P Negi,8,8,1
WPUJC Vaas,A Nehra,8,8,0
Y Venugopal Rao,RR Raje,8,8,0
YK Pathan,S Vidyut,8,8,0
Yuvraj Singh,DP Nannes,8,8,0
Z Khan,RN ten Doeschate,8,8,0
AM Nayar,Azhar Mahmood,7,8,1
AM Nayar,JH Kallis,7,8,0
AR Patel,D Wiese,7,8,0
AR Patel,Sandeep Sharma,7,8,0
AT Rayudu,RG Sharma,7,8,0
Bipul Sharma,R Bhatia,7,8,0
D Padikkal,DR Sams,7,8,0
DB Das,A Nehra,7,8,1
HH Pandya,DL Chahar,7,8,1
HH Pandya,MG Johnson,7,8,0
JDP Oram,FH Edwards,7,8,0
JP Duminy,JEC Franklin,7,8,0
KA Pollard,J Theron,7,8,1
KL Rahul,M Morkel,7,8,0
KP Pietersen,Karanveer Singh,7,8,0
LMP Simmons,RP Singh,7,8,0
M Klinger,S Aravind,7,8,0
M Vijay,MA Starc,7,8,0
MA Agarwal,K Gowtham,7,8,1
MC Henriques,CH Morris,7,8,0
MJ Clarke,SR Watson,7,8,0
NV Ojha,DR Smith,7,8,0
P Negi,CH Morris,7,8,2
R McLaren,JH Kallis,7,8,0
R McLaren,M Manhas,7,8,0
R Sathish,JP Faulkner,7,8,1
R Tewatia,JJ Bumrah,7,8,1
RA Jadeja,BA Bhatt,7,8,0
SA Asnodkar,V Kohli,7,8,0
SE Marsh,AM Salvi,7,8,0
SK Raina,V Shankar,7,8,0
SR Tendulkar,HV Patel,7,8,1
SV Samson,SM Boland,7,8,1
SW Billings,Kuldeep Yadav,7,8,0
Shakib Al Hasan,AJ Tye,7,8,0
TG Southee,DJ Willey,7,8,0
TM Head,PP Chawla,7,8,0
V Sehwag,AC Voges,7,8,0
Yuvraj Singh,JO Holder,7,8,2
Yuvraj Singh,MR Marsh,7,8,0
AA Jhunjhunwala,RR Powar,6,8,0
AB Agarkar,DP Nannes,6,8,0
AJ Finch,DR Smith,6,8,0
AJ Finch,P Awana,6,8,0
AR Patel,S Aravind,6,8,0
AS Yadav,DJ Hussey,6,8,1
Ankit Sharma,MM Sharma,6,8,0
B Akhil,WPUJC Vaas,6,8,0
BB McCullum,SC Ganguly,6,8,0
C Munro,Sandeep Sharma,6,8,0
CH Gayle,LRPL Taylor,6,8,0
D Wiese,DS Kulkarni,6,8,1
D Wiese,JJ Bumrah,6,8,0
DA Warner,P Negi,6,8,0
DB Ravi Teja,SB Wagh,6,8,0
DJ Harris,AD Russell,6,8,0
DJ Hussey,I Sharma,6,8,1
DJ Jacobs,P Kumar,6,8,0
DPMD Jayawardene,R McLaren,6,8,0
DT Christian,L Balaji,6,8,0
DW Steyn,KA Pollard,6,8,2
HV Patel,JC Archer,6,8,1
JC Buttler,HF Gurney,6,8,1
JD Ryder,KP Pietersen,6,8,0
JDS Neesham,DR Sams,6,8,0
JJ Roy,TA Boult,6,8,0
KA Pollard,CJ Anderson,6,8,0
KA Pollard,CL White,6,8,0
KA Pollard,Mustafizur Rahman,6,8,0
KD Karthik,RG Sharma,6,8,0
KH Pandya,RA Jadeja,6,8,0
KK Nair,RN ten Doeschate,6,8,0
KL Rahul,GJ Maxwell,6,8,0
KM Jadhav,J Botha,6,8,0
L Ronchi,DNT Zoysa,6,8,0
L Ronchi,P Kumar,6,8,0
LRPL Taylor,B Lee,6,8,0
LRPL Taylor,DL Vettori,6,8,0
M Morkel,DT Christian,6,8,0
M Morkel,KA Pollard,6,8,1
M Vijay,CRD Fernando,6,8,1
M Vijay,JR Hopes,6,8,0
M Vijay,RG Sharma,6,8,1
MD Mishra,JH Kallis,6,8,0
MF Maharoof,PP Ojha,6,8,1
MS Dhoni,PM Sarvesh Kumar,6,8,0
Mandeep Singh,I Sharma,6,8,1
Mohammed Siraj,Mustafizur Rahman,6,8,0
N Pooran,AR Patel,6,8,0
N Rana,MJ McClenaghan,6,8,0
NLTC Perera,M Kartik,6,8,0
NV Ojha,AD Russell,6,8,0
NV Ojha,GB Hogg,6,8,0
PA Patel,DJ Willey,6,8,0
PA Patel,HV Patel,6,8,0
PJ Cummins,PJ Sangwan,6,8,0
PR Shah,R Bhatia,6,8,1
PR Shah,SB Joshi,6,8,0
Q de Kock,R Bhatia,6,8,0
R Dhawan,WD Parnell,6,8,0
RT Ponting,B Kumar,6,8,0
RV Uthappa,A Zampa,6,8,0
RV Uthappa,S Midhun,6,8,0
S Dube,S Lamichhane,6,8,0
S Gopal,AJ Tye,6,8,0
SA Yadav,BB Sran,6,8,0
SA Yadav,Karanveer Singh,6,8,1
SE Marsh,VS Malik,6,8,1
SK Raina,B Laughlin,6,8,0
SK Raina,MK Tiwary,6,8,0
SPD Smith,T Natarajan,6,8,0
SPD Smith,Yuvraj Singh,6,8,0
SR Tendulkar,BJ Hodge,6,8,0
STR Binny,Mustafizur Rahman,6,8,1
STR Binny,YS Chahal,6,8,0
SV Samson,SK Raina,6,8,0
Shakib Al Hasan,SN Thakur,6,8,0
Shubman Gill,TU Deshpande,6,8,0
V Kohli,DJM Short,6,8,0
VVS Laxman,SK Trivedi,6,8,0
W Jaffer,Joginder Sharma,6,8,0
WD Parnell,JR Hopes,6,8,0
WP Saha,CH Gayle,6,8,0
WP Saha,GB Hogg,6,8,0
Washington Sundar,MM Sharma,6,8,0
Y Nagar,P Kumar,6,8,0
YK Pathan,Gurkeerat Singh,6,8,0
A Ashish Reddy,KK Cooper,5,8,0
A Symonds,GD McGrath,5,8,0
A Symonds,KP Appanna,5,8,0
A Symonds,S Ladda,5,8,0
AB McDonald,SK Trivedi,5,8,0
AD Mascarenhas,I Sharma,5,8,0
AJ Finch,V Shankar,5,8,0
AM Rahane,Parvez Rasool,5,8,0
AT Rayudu,BCJ Cutting,5,8,0
B Akhil,YK Pathan,5,8,0
B Kumar,NM Coulter-Nile,5,8,1
BB McCullum,HV Patel,5,8,0
BB McCullum,Yuvraj Singh,5,8,0
BCJ Cutting,M Prasidh Krishna,5,8,0
CH Gayle,RG Sharma,5,8,0
CH Gayle,TL Suman,5,8,1
CJ Ferguson,YK Pathan,5,8,0
CM Gautam,UT Yadav,5,8,0
DR Smith,JDS Neesham,5,8,0
FY Fazal,Joginder Sharma,5,8,0
G Gambhir,DB Ravi Teja,5,8,0
G Gambhir,J Syed Mohammad,5,8,0
Gurkeerat Singh,P Negi,5,8,1
KC Sangakkara,S Tyagi,5,8,0
KK Nair,Iqbal Abdulla,5,8,0
KM Jadhav,RP Singh,5,8,0
LR Shukla,A Mishra,5,8,0
MA Agarwal,S Sandeep Warrier,5,8,0
MC Henriques,JO Holder,5,8,0
MEK Hussey,Sunny Gupta,5,8,0
MK Pandey,O Thomas,5,8,0
MS Dhoni,Shivam Mavi,5,8,0
N Rana,Harbhajan Singh,5,8,0
NLTC Perera,R Sathish,5,8,1
OA Shah,SB Jakati,5,8,0
PA Reddy,AD Mathews,5,8,0
R Dravid,Kamran Khan,5,8,0
RA Jadeja,PV Tambe,5,8,0
RR Pant,I Udana,5,8,0
RS Bopara,MF Maharoof,5,8,0
S Vidyut,Shoaib Malik,5,8,0
SA Asnodkar,Z Khan,5,8,0
SA Yadav,KK Ahmed,5,8,1
SK Raina,CRD Fernando,5,8,0
SS Iyer,S Nadeem,5,8,0
SV Samson,SMSM Senanayake,5,8,0
TM Dilshan,P Kumar,5,8,0
TM Head,HH Pandya,5,8,0
UBT Chand,DW Steyn,5,8,1
WP Saha,A Nortje,5,8,1
WP Saha,Arshdeep Singh,5,8,0
WP Saha,IC Pandey,5,8,0
Washington Sundar,TA Boult,5,8,0
A Choudhary,Basil Thampi,4,8,0
A Mishra,Basil Thampi,4,8,0
AB de Villiers,Monu Kumar,4,8,0
AM Rahane,MC Henriques,4,8,0
AT Rayudu,AB McDonald,4,8,0
AT Rayudu,J Yadav,4,8,0
B Chipli,PP Chawla,4,8,0
B Lee,HV Patel,4,8,0
B Lee,Harbhajan Singh,4,8,0
B Lee,RE van der Merwe,4,8,1
C Munro,Abhishek Sharma,4,8,1
C Munro,Kuldeep Yadav,4,8,0
CH Gayle,S Gopal,4,8,0
CH Gayle,Y Venugopal Rao,4,8,0
CH Morris,CJ Jordan,4,8,0
CL White,Harbhajan Singh,4,8,0
D Padikkal,AD Russell,4,8,1
DA Miller,DJ Harris,4,8,0
DA Warner,DJ Hooda,4,8,0
DA Warner,Iqbal Abdulla,4,8,0
DB Das,SR Watson,4,8,0
DE Bollinger,TM Dilshan,4,8,0
DH Yagnik,DW Steyn,4,8,0
DJ Hussey,A Chandila,4,8,0
DJ Hussey,KAJ Roach,4,8,0
F du Plessis,LE Plunkett,4,8,0
HV Patel,Sandeep Sharma,4,8,0
IK Pathan,RR Powar,4,8,0
IK Pathan,SW Tait,4,8,0
IK Pathan,VS Yeligati,4,8,0
JP Duminy,DL Vettori,4,8,0
KA Pollard,PC Valthaty,4,8,0
KC Sangakkara,AM Nayar,4,8,0
KD Karthik,AA Jhunjhunwala,4,8,0
KL Rahul,Azhar Mahmood,4,8,1
LA Pomersbach,V Sehwag,4,8,0
MEK Hussey,NL McCullum,4,8,0
MG Johnson,R Rampaul,4,8,0
MK Tiwary,AN Ahmed,4,8,0
MM Ali,KH Pandya,4,8,0
MM Ali,PP Chawla,4,8,0
MN Samuels,R Vinay Kumar,4,8,0
MN van Wyk,IK Pathan,4,8,0
MS Dhoni,AF Milne,4,8,0
MS Dhoni,LRPL Taylor,4,8,0
Mohammed Shami,HV Patel,4,8,0
NLTC Perera,JJ Bumrah,4,8,0
P Kumar,JP Faulkner,4,8,1
P Kumar,YK Pathan,4,8,0
PD Collingwood,R Vinay Kumar,4,8,0
R Vinay Kumar,SK Warne,4,8,0
RA Jadeja,Kartik Tyagi,4,8,0
RG Sharma,KMA Paul,4,8,0
RV Gomez,AC Thomas,4,8,0
S Dhawan,DJ Hussey,4,8,0
S Dube,SM Curran,4,8,0
SB Styris,YK Pathan,4,8,1
SC Ganguly,P Awana,4,8,0
SE Rutherford,MP Stoinis,4,8,0
SM Pollock,P Kumar,4,8,0
SS Iyer,JDS Neesham,4,8,0
SS Tiwary,A Uniyal,4,8,0
ST Jayasuriya,Y Venugopal Rao,4,8,1
STR Binny,SE Bond,4,8,0
SW Billings,JO Holder,4,8,0
TK Curran,SM Curran,4,8,0
TM Dilshan,RR Raje,4,8,0
TM Dilshan,VRV Singh,4,8,0
UT Yadav,Mohammad Nabi,4,8,0
Vishnu Vinod,Z Khan,4,8,1
YK Pathan,HV Patel,4,8,0
YK Pathan,J Syed Mohammad,4,8,0
YK Pathan,RW Price,4,8,0
AB McDonald,DW Steyn,3,8,0
AC Gilchrist,SJ Srivastava,3,8,1
AD Mathews,TL Suman,3,8,0
AD Russell,S Aravind,3,8,0
AR Patel,M Markande,3,8,0
Anureet Singh,Imran Tahir,3,8,0
BB McCullum,DT Christian,3,8,0
BCJ Cutting,BA Stokes,3,8,0
DJ Bravo,S Ladda,3,8,1
DJ Hooda,AB Dinda,3,8,0
F du Plessis,DJ Harris,3,8,0
HV Patel,S Kaul,3,8,0
I Udana,Mohammed Shami,3,8,0
JC Buttler,P Sahu,3,8,0
JH Kallis,DJG Sammy,3,8,0
JJ Roy,SL Malinga,3,8,0
JP Faulkner,GS Sandhu,3,8,0
KH Pandya,GC Viljoen,3,8,1
KP Pietersen,DP Nannes,3,8,0
MC Henriques,TM Head,3,8,0
MJ Guptill,KV Sharma,3,8,1
MK Lomror,I Sharma,3,8,1
MS Bisla,GH Vihari,3,8,0
NL McCullum,SK Trivedi,3,8,0
OA Shah,BA Bhatt,3,8,0
PP Chawla,KMA Paul,3,8,0
R Bhatia,AN Ahmed,3,8,1
RA Jadeja,Shakib Al Hasan,3,8,0
RV Uthappa,KMA Paul,3,8,0
S Badrinath,KP Pietersen,3,8,0
SE Marsh,AD Russell,3,8,0
SE Marsh,C de Grandhomme,3,8,0
SR Watson,Kartik Tyagi,3,8,1
SS Tiwary,SC Ganguly,3,8,0
ST Jayasuriya,CH Gayle,3,8,0
Sunny Singh,SB Wagh,3,8,0
TL Suman,JD Ryder,3,8,0
V Sehwag,CH Gayle,3,8,1
WP Saha,HV Patel,3,8,1
Washington Sundar,KV Sharma,3,8,0
Y Nagar,RE van der Merwe,3,8,0
YK Pathan,V Kohli,3,8,0
AP Tare,JD Unadkat,2,8,0
DS Kulkarni,SR Watson,2,8,0
Harbhajan Singh,AC Thomas,2,8,0
R Vinay Kumar,MM Patel,2,8,0
RV Uthappa,B Geeves,2,8,0
Gurkeerat Singh,LH Ferguson,32,7,1
MS Dhoni,M Ashwin,28,7,0
N Pooran,Rashid Khan,28,7,1
SC Ganguly,SP Narine,28,7,0
Yuvraj Singh,TA Boult,28,7,0
KD Karthik,AA Chavan,26,7,0
AR Patel,R Ashwin,25,7,2
MK Pandey,Ravi Bishnoi,25,7,0
RV Uthappa,K Gowtham,25,7,2
DPMD Jayawardene,RE van der Merwe,24,7,2
JH Kallis,AA Chavan,24,7,0
KK Nair,MG Johnson,24,7,0
KM Jadhav,HH Pandya,24,7,0
MEK Hussey,SMSM Senanayake,24,7,0
MK Pandey,P Kumar,24,7,3
MK Tiwary,M Kartik,24,7,0
SE Marsh,SB Styris,24,7,1
SS Iyer,SR Watson,24,7,1
AR Patel,Rashid Khan,23,7,2
G Gambhir,Rashid Khan,23,7,1
LR Shukla,SK Trivedi,23,7,1
R Bhatia,R Ashwin,23,7,0
CA Lynn,BA Stokes,22,7,1
DA Miller,S Aravind,22,7,1
EJG Morgan,S Kaul,22,7,0
GJ Bailey,CH Morris,22,7,0
GJ Bailey,KV Sharma,22,7,0
KD Karthik,T Shamsi,22,7,0
M Manhas,P Kumar,22,7,1
MK Pandey,CJ Jordan,22,7,1
F du Plessis,Rashid Khan,21,7,1
HH Pandya,S Kaul,21,7,2
IK Pathan,AG Murtaza,21,7,1
KM Jadhav,JD Unadkat,21,7,2
SP Narine,MG Johnson,21,7,2
A Mishra,SR Watson,20,7,0
AM Nayar,IK Pathan,20,7,2
AM Rahane,WD Parnell,20,7,1
BA Stokes,Ankit Soni,20,7,0
CA Pujara,PV Tambe,20,7,0
DJ Bravo,HH Pandya,20,7,0
HH Gibbs,AB Agarkar,20,7,0
Harbhajan Singh,AS Rajpoot,20,7,0
LMP Simmons,JD Unadkat,20,7,1
Mandeep Singh,Rashid Khan,20,7,2
Misbah-ul-Haq,DP Vijaykumar,20,7,0
N Rana,UT Yadav,20,7,0
P Kumar,SC Ganguly,20,7,0
P Ray Barman,S Kaul,20,7,0
R McLaren,DL Vettori,20,7,0
R Vinay Kumar,A Mishra,20,7,0
RA Jadeja,AB Agarkar,20,7,2
RV Uthappa,WD Parnell,20,7,1
S Badrinath,S Aravind,20,7,0
SPD Smith,JA Morkel,20,7,1
SPD Smith,MG Johnson,20,7,2
SPD Smith,RD Chahar,20,7,0
V Kohli,IC Pandey,20,7,0
AB de Villiers,Mustafizur Rahman,19,7,1
AL Menaria,AD Mathews,18,7,0
AT Rayudu,JP Duminy,18,7,0
AT Rayudu,KK Ahmed,18,7,1
CA Pujara,P Kumar,18,7,0
EJG Morgan,HV Patel,18,7,0
KA Pollard,Iqbal Abdulla,18,7,0
KK Nair,R Vinay Kumar,18,7,1
LA Carseldine,WPUJC Vaas,18,7,1
MC Henriques,PP Chawla,18,7,0
MC Juneja,SL Malinga,18,7,1
MJ Lumb,R Sharma,18,7,0
MK Pandey,IC Pandey,18,7,0
MP Stoinis,AR Patel,18,7,1
R Tewatia,Ravi Bishnoi,18,7,0
R Vinay Kumar,RN ten Doeschate,18,7,0
