bowler,batsman,inning,is_wicket,batsman_runs
TA Boult,K Rabada,4,0,10
TA Boult,Ishan Kishan,10,0,0
TA Boult,J Suchith,2,0,3
TA Boult,JC Archer,8,0,8
TA Boult,JC Buttler,28,0,17
TA Boult,JJ Roy,6,0,8
A Nortje,KH Pandya,8,0,10
A Mithun,DL Vettori,2,0,2
TA Boult,JP Faulkner,2,0,1
TA Boult,JR Philippe,8,0,11
TA Boult,K Gowtham,22,0,22
A Nortje,KD Karthik,2,0,1
A Nortje,JC Archer,2,0,1
A Nortje,KA Pollard,27,0,16
A Nortje,K Gowtham,2,0,3
TA Boult,KK Nair,6,0,7
A Nortje,JR Philippe,3,0,2
A Nortje,JO Holder,8,0,4
TA Boult,Kuldeep Yadav,8,0,1
A Nortje,JM Bairstow,6,0,3
TA Boult,LS Livingstone,6,0,3
A Mithun,G Gambhir,17,0,14
VR Aaron,DJG Sammy,4,0,7
TA Boult,Imran Tahir,1,0,1
A Nortje,KL Nagarkoti,4,0,2
A Nortje,KL Rahul,16,0,10
TA Boult,HM Amla,7,0,10
TA Boult,C de Grandhomme,6,0,2
TA Boult,CA Lynn,19,0,17
TA Boult,CH Gayle,6,0,9
A Nortje,N Rana,18,0,16
A Mithun,DA Warner,4,0,5
VR Aaron,Gurkeerat Singh,5,0,6
A Nortje,MK Pandey,16,0,17
TA Boult,DA Miller,26,0,22
TA Boult,DA Warner,22,0,21
A Nortje,MA Agarwal,28,0,19
TA Boult,DJ Hooda,10,0,5
TA Boult,DJM Short,13,0,12
TA Boult,DL Chahar,4,0,1
TA Boult,DR Smith,23,0,14
TA Boult,E Lewis,6,0,11
TA Boult,EJG Morgan,8,0,8
A Mithun,DJ Harris,7,0,5
TA Boult,GJ Bailey,6,0,2
A Nortje,KS Williamson,16,0,15
TA Boult,Gurkeerat Singh,6,0,12
VR Aaron,GJ Bailey,6,0,6
TA Boult,M Vijay,34,0,23
TA Boult,MA Agarwal,30,0,32
TM Dilshan,DR Smith,2,0,1
A Nehra,Yashpal Singh,7,0,2
A Nortje,AT Rayudu,6,0,12
A Nortje,AJ Finch,12,0,7
TA Boult,RR Pant,4,0,1
A Nel,S Dhawan,10,0,7
A Nel,MK Tiwary,6,0,5
A Nel,KD Karthik,12,0,8
TA Boult,S Dube,2,0,2
TA Boult,SA Yadav,8,0,16
TA Boult,SE Marsh,10,0,1
A Nehra,Yuvraj Singh,18,0,2
TA Boult,SN Khan,12,0,9
TA Boult,MG Johnson,6,0,9
A Nehra,YV Takawale,3,0,2
A Nehra,YS Chahal,4,0,0
TA Boult,SPD Smith,18,0,11
A Mithun,JD Ryder,16,0,14
TA Boult,SS Iyer,26,0,23
TA Boult,SS Tiwary,6,0,6
TA Boult,STR Binny,6,0,5
A Nehra,Y Nagar,18,0,10
TA Boult,Shivam Mavi,2,0,4
A Nehra,WPUJC Vaas,8,0,8
A Nortje,Abdul Samad,12,0,26
A Nortje,BA Stokes,12,0,3
A Mithun,IK Pathan,7,0,6
TA Boult,R Dhawan,6,0,3
TA Boult,MJ Guptill,6,0,16
VR Aaron,DJ Hussey,16,0,8
TA Boult,MJ McClenaghan,4,0,4
TA Boult,MK Lomror,10,0,2
TA Boult,MK Pandey,16,0,12
A Nortje,Ishan Kishan,24,0,36
TA Boult,MM Sharma,5,0,9
VR Aaron,DJ Harris,3,0,5
VR Aaron,DJ Bravo,6,0,23
A Nortje,F du Plessis,20,0,24
TA Boult,Mohammed Shami,2,0,1
TA Boult,N Rana,13,0,18
VR Aaron,DB Das,2,0,0
A Nortje,DA Warner,16,0,27
TA Boult,P Dubey,1,0,1
TA Boult,PA Patel,24,0,16
TA Boult,PJ Cummins,14,0,22
TA Boult,PK Garg,4,0,2
A Mithun,Harbhajan Singh,8,0,12
TA Boult,Q de Kock,28,0,25
A Nortje,CJ Jordan,2,0,1
TA Boult,Bipul Sharma,19,0,14
A Nortje,NA Saini,4,0,1
TA Boult,BB Sran,1,0,0
A Nortje,Sandeep Sharma,8,0,2
T Natarajan,SS Iyer,25,0,14
T Natarajan,SV Samson,28,0,15
T Natarajan,Shubman Gill,25,0,16
T Natarajan,TU Deshpande,6,0,5
A Nortje,V Kohli,8,0,6
T Shamsi,AD Russell,10,0,17
A Mithun,AT Rayudu,18,0,17
A Nortje,Shahbaz Ahmed,1,0,1
VR Aaron,MA Agarwal,14,0,15
VR Aaron,M Vijay,69,0,56
T Shamsi,DJ Hooda,1,0,1
TA Boult,BB McCullum,24,0,41
T Shamsi,G Gambhir,8,0,12
T Shamsi,KD Karthik,22,0,7
T Shamsi,KS Williamson,6,0,9
T Shamsi,MC Henriques,6,0,14
T Shamsi,MK Pandey,8,0,4
T Shamsi,MS Dhoni,22,0,18
T Shamsi,NLTC Perera,4,0,6
T Shamsi,SA Yadav,6,0,5
T Shamsi,SK Raina,16,0,8
T Shamsi,YK Pathan,16,0,13
VR Aaron,MG Johnson,6,0,3
A Nortje,Washington Sundar,1,0,0
A Nortje,YBK Jaiswal,10,0,1
T Natarajan,SPD Smith,6,0,8
T Natarajan,Mandeep Singh,13,0,26
T Natarajan,Mohammed Siraj,6,0,9
T Natarajan,N Pooran,24,0,24
A Singh,AB de Villiers,7,0,11
T Natarajan,NA Saini,5,0,6
T Natarajan,P Simran Singh,8,0,6
T Natarajan,Q de Kock,7,0,5
T Natarajan,R Parag,15,0,20
T Natarajan,R Tewatia,16,0,16
A Singh,AB Agarkar,4,0,3
A Singh,A Mishra,2,0,2
T Natarajan,RR Pant,36,0,21
T Natarajan,Ravi Bishnoi,2,0,1
T Natarajan,S Dhawan,19,0,15
T Natarajan,S Dube,7,0,6
T Natarajan,SA Yadav,11,0,5
A Mithun,AN Ahmed,10,0,12
T Natarajan,SK Raina,24,0,16
T Natarajan,SM Curran,4,0,7
T Natarajan,SO Hetmyer,15,0,18
VR Aaron,MK Pandey,16,0,10
T Thushara,A Symonds,12,0,2
A Nortje,SV Samson,10,0,2
T Thushara,AC Voges,3,0,6
VR Aaron,KD Karthik,29,0,32
A Mithun,CL White,5,0,15
T Thushara,TL Suman,26,0,11
T Thushara,Yuvraj Singh,10,0,1
VR Aaron,KA Pollard,20,0,9
TA Boult,A Dananjaya,2,0,2
VR Aaron,K Rabada,2,0,0
VR Aaron,JP Faulkner,10,0,19
TA Boult,AD Hales,24,0,10
A Nortje,RA Jadeja,17,0,18
VR Aaron,JP Duminy,23,0,17
A Nortje,R Tewatia,32,0,19
A Nortje,R Parag,2,0,0
VR Aaron,JH Kallis,15,0,8
TA Boult,AN Ahmed,1,0,4
A Nortje,PK Garg,8,0,6
TA Boult,AS Rajpoot,4,0,1
TA Boult,AT Carey,2,0,2
TA Boult,AT Rayudu,38,0,26
TA Boult,Abdul Samad,4,0,1
TA Boult,Abhishek Sharma,8,0,3
VR Aaron,JC Buttler,18,0,16
T Thushara,SW Tait,1,0,1
T Thushara,SS Tiwary,16,0,3
T Thushara,AM Nayar,4,0,9
A Mithun,BJ Hodge,5,0,3
T Thushara,CL White,3,0,11
VR Aaron,LRPL Taylor,2,0,2
T Thushara,DR Smith,8,0,9
T Thushara,FY Fazal,2,0,1
T Thushara,Harbhajan Singh,4,0,5
VR Aaron,LR Shukla,3,0,7
T Thushara,JH Kallis,9,0,8
T Thushara,KP Pietersen,3,0,7
T Thushara,LA Pomersbach,18,0,15
T Thushara,MJ Lumb,5,0,4
VR Aaron,LMP Simmons,18,0,30
T Thushara,PP Chawla,2,0,2
T Thushara,RG Sharma,6,0,3
VR Aaron,KS Williamson,20,0,26
T Thushara,RV Uthappa,6,0,2
A Nortje,S Nadeem,4,0,2
A Nortje,S Gopal,2,0,1
A Nortje,S Dube,8,0,1
A Mithun,BB McCullum,3,0,11
T Thushara,SM Katich,2,0,1
VR Aaron,KL Rahul,22,0,28
TA Boult,V Kohli,36,0,28
TA Boult,VR Aaron,5,0,3
A Nehra,VY Mahesh,6,0,2
TK Curran,MS Dhoni,22,0,25
A Nehra,S Narwal,3,0,6
V Shankar,YS Chahal,2,0,0
TK Curran,JC Buttler,3,0,7
A Nehra,S Dhawan,56,0,42
TK Curran,KL Nagarkoti,1,0,1
V Shankar,UT Yadav,10,0,5
TK Curran,KL Rahul,10,0,16
A Nehra,S Chanderpaul,10,0,10
TK Curran,M Vijay,4,0,0
V Shankar,Shubman Gill,17,0,15
TK Curran,N Pooran,3,0,9
A Nehra,SB Jakati,2,0,2
V Shankar,SV Samson,18,0,17
TK Curran,N Rana,5,0,4
A Mithun,MK Pandey,12,0,3
A Nehra,RT Ponting,2,0,1
TK Curran,RA Jadeja,6,0,3
TK Curran,RA Tripathi,2,0,2
TK Curran,RG Sharma,5,0,3
TK Curran,RR Pant,6,0,5
TK Curran,SA Yadav,13,0,26
TK Curran,SK Raina,2,0,0
TK Curran,GJ Maxwell,16,0,18
TK Curran,F du Plessis,14,0,12
TK Curran,EJG Morgan,15,0,22
TK Curran,E Lewis,4,0,6
TG Southee,Shubman Gill,2,0,1
TG Southee,TA Boult,6,0,2
TG Southee,TM Head,3,0,0
TG Southee,UT Yadav,2,0,1
A Nehra,S Vidyut,6,0,12
VR Aaron,AD Nath,2,0,1
A Mithun,M Vijay,6,0,10
TG Southee,V Shankar,5,0,4
A Nehra,S Rana,3,0,2
A Mithun,MEK Hussey,6,0,12
TG Southee,YK Pathan,7,0,19
TG Southee,Yuvraj Singh,27,0,36
TK Curran,AB de Villiers,4,0,5
TK Curran,AT Rayudu,2,0,1
TK Curran,CH Gayle,2,0,6
TK Curran,D Padikkal,16,0,13
TK Curran,DJ Bravo,2,0,1
TK Curran,DJM Short,4,0,7
TK Curran,DS Kulkarni,2,0,2
VR Aaron,AB de Villiers,16,0,32
VR Aaron,A Mishra,6,0,2
A Nehra,RR Raje,1,0,1
A Nehra,RR Pant,8,0,2
V Shankar,SR Watson,9,0,28
TL Suman,S Sohal,5,0,10
TL Suman,SE Marsh,13,0,13
TL Suman,SK Raina,7,0,21
TL Suman,SS Tiwary,14,0,9
TL Suman,V Kohli,1,0,1
A Nehra,R Sharma,4,0,5
TL Suman,Yuvraj Singh,8,0,2
TM Dilshan,A Symonds,5,0,13
TM Dilshan,AA Bilakhia,12,0,3
TM Dilshan,AB Agarkar,1,0,1
TM Dilshan,AC Gilchrist,30,0,13
TM Dilshan,AT Rayudu,4,0,3
TM Dilshan,B Chipli,6,0,10
TM Dilshan,BB McCullum,9,0,10
TM Dilshan,BJ Haddin,2,0,5
TM Dilshan,BJ Hodge,3,0,6
A Mithun,MS Dhoni,18,0,34
TM Dilshan,DA Warner,10,0,9
TM Dilshan,DB Ravi Teja,12,0,4
TM Dilshan,DE Bollinger,4,0,8
TM Dilshan,DJ Harris,5,0,16
V Shankar,KS Williamson,2,0,1
A Mithun,MK Tiwary,20,0,11
A Nehra,R Shukla,2,0,1
V Shankar,SPD Smith,4,0,7
TL Suman,PC Valthaty,8,0,10
TK Curran,Shubman Gill,2,0,1
TK Curran,V Kohli,18,0,22
TK Curran,V Shankar,4,0,1
V Shankar,SO Hetmyer,4,0,1
TL Suman,AC Gilchrist,2,0,1
TL Suman,AD Mathews,3,0,8
TL Suman,AM Nayar,2,0,1
TL Suman,B Lee,4,0,1
V Shankar,SK Raina,7,0,8
V Shankar,S Dhawan,12,0,12
V Shankar,RV Uthappa,6,0,4
V Shankar,RR Pant,16,0,14
TL Suman,JA Morkel,4,0,2
TL Suman,JP Duminy,31,0,10
TL Suman,KC Sangakkara,26,0,20
V Shankar,R Tewatia,8,0,2
TL Suman,KD Karthik,7,0,11
V Shankar,R Parag,15,0,5
TL Suman,MK Pandey,6,0,18
TL Suman,MS Dhoni,14,0,12
TL Suman,OA Shah,4,0,7
VR Aaron,AD Russell,25,0,38
TG Southee,Sachin Baby,4,0,5
TA Boult,Washington Sundar,5,0,8
TG Southee,Gurkeerat Singh,6,0,5
TG Southee,CJ Anderson,4,0,11
TG Southee,DA Miller,22,0,21
TG Southee,DA Warner,32,0,34
TG Southee,DJ Hooda,2,0,1
TG Southee,DL Vettori,4,0,2
TG Southee,DR Smith,10,0,14
A Nehra,Shakib Al Hasan,7,0,6
TG Southee,G Gambhir,37,0,43
TG Southee,GJ Bailey,6,0,1
TG Southee,GJ Maxwell,18,0,15
TG Southee,H Klaasen,3,0,2
TG Southee,SV Samson,7,0,4
A Nehra,Salman Butt,7,0,6
A Mithun,JP Duminy,13,0,19
TG Southee,HV Patel,2,0,6
TG Southee,Iqbal Abdulla,6,0,3
A Nehra,SV Samson,8,0,3
TG Southee,JH Kallis,18,0,16
TG Southee,JJ van der Wath,10,0,7
TG Southee,JP Duminy,30,0,15
A Nehra,STR Binny,8,0,18
TG Southee,KD Karthik,20,0,14
A Nehra,Shoaib Malik,4,0,2
TG Southee,CA Lynn,56,0,51
TG Southee,BJ Hodge,8,0,6
TG Southee,BCJ Cutting,10,0,10
A Nehra,VVS Laxman,8,0,5
TA Boult,YK Pathan,12,0,12
TA Boult,Yuvraj Singh,28,0,7
TG Southee,A Ashish Reddy,4,0,9
TG Southee,A Mishra,4,0,1
TG Southee,AB de Villiers,22,0,23
TG Southee,AC Gilchrist,8,0,7
A Nehra,VH Zol,5,0,9
TG Southee,AD Mathews,4,0,7
TG Southee,AD Nath,8,0,7
VR Aaron,CH Morris,3,0,5
TG Southee,AJ Finch,31,0,22
VR Aaron,CH Gayle,24,0,31
A Nehra,TM Head,4,0,2
A Nehra,TM Dilshan,2,0,1
TG Southee,AT Rayudu,25,0,32
A Nehra,TL Suman,21,0,21
TG Southee,Abhishek Sharma,9,0,23
VR Aaron,CA Pujara,6,0,1
TG Southee,BA Stokes,12,0,9
TG Southee,BB McCullum,16,0,17
TG Southee,KH Pandya,8,0,3
A Mithun,KD Karthik,8,0,10
TG Southee,KS Williamson,19,0,25
TG Southee,Q de Kock,4,0,9
TG Southee,R Bhatia,2,0,0
TG Southee,RA Jadeja,14,0,16
TG Southee,RA Tripathi,10,0,11
TG Southee,RG Sharma,4,0,7
TG Southee,RR Pant,8,0,7
TG Southee,RS Bopara,2,0,2
TG Southee,RV Uthappa,33,0,28
A Mithun,M Klinger,3,0,2
VR Aaron,AM Rahane,18,0,30
A Nehra,SM Katich,6,0,2
TG Southee,S Kaul,1,0,1
TG Southee,S Rana,2,0,0
A Nehra,SK Trivedi,11,0,4
VR Aaron,AM Nayar,6,0,5
TG Southee,SK Raina,14,0,5
VR Aaron,AJ Finch,26,0,19
A Nehra,SC Ganguly,11,0,18
TG Southee,SPD Smith,17,0,17
TG Southee,SR Watson,15,0,17
TG Southee,SS Iyer,36,0,18
TG Southee,SS Tiwary,26,0,25
TG Southee,R Ashwin,5,0,2
VR Aaron,AR Patel,12,0,13
VR Aaron,Azhar Mahmood,11,0,10
TG Southee,PSP Handscomb,4,0,2
TG Southee,LMP Simmons,8,0,8
A Nehra,SPD Smith,35,0,17
A Nehra,SP Narine,4,0,5
TG Southee,M Vohra,10,0,2
TG Southee,MA Agarwal,49,0,34
TG Southee,MA Starc,4,0,6
A Nehra,SP Goswami,6,0,6
TG Southee,MG Johnson,6,0,0
A Nehra,SP Fleming,2,0,1
TG Southee,MK Tiwary,2,0,1
TG Southee,MR Marsh,3,0,6
TG Southee,MS Bisla,6,0,2
TG Southee,MS Dhoni,4,0,9
TG Southee,Mandeep Singh,3,0,5
TG Southee,N Pooran,2,0,1
TG Southee,N Rana,8,0,2
TG Southee,NV Ojha,4,0,3
TG Southee,PA Patel,23,0,19
A Mithun,KM Jadhav,4,0,3
TG Southee,PC Valthaty,28,0,22
TG Southee,PP Shaw,16,0,17
ST Jayasuriya,A Mishra,2,0,1
ST Jayasuriya,A Flintoff,8,0,7
SS Sarkar,YK Pathan,3,0,3
SK Warne,AB Agarkar,10,0,4
AD Mathews,SPD Smith,6,0,6
AD Mathews,SMSM Senanayake,2,0,2
AD Mathews,SL Malinga,8,0,5
AD Mathews,SK Raina,22,0,32
SK Trivedi,Z Khan,5,0,9
Washington Sundar,CH Gayle,32,0,32
SK Warne,A Kumble,6,0,5
SK Warne,A Mishra,8,0,2
SK Warne,A Symonds,38,0,65
AD Mathews,SE Marsh,18,0,7
AD Mathews,SA Yadav,6,0,2
SK Warne,CA Pujara,24,0,14
SK Warne,AC Gilchrist,13,0,22
SK Warne,AM Nayar,25,0,24
Washington Sundar,CA Ingram,1,0,1
AD Mathews,S Sriram,12,0,8
SK Warne,AT Rayudu,10,0,10
AD Mathews,S Nadeem,4,0,2
AD Mathews,S Dhawan,19,0,25
Washington Sundar,BB McCullum,2,0,1
SK Warne,B Chipli,2,0,1
Washington Sundar,BA Stokes,10,0,6
A Mishra,F du Plessis,69,0,51
SK Trivedi,WPUJC Vaas,3,0,3
AD Mathews,SR Tendulkar,25,0,16
SK Trivedi,VVS Laxman,6,0,8
SK Trivedi,S Sreesanth,12,0,4
SK Trivedi,SB Bangar,1,0,1
A Mishra,DPMD Jayawardene,30,0,20
SK Trivedi,SB Styris,2,0,1
SK Trivedi,SE Marsh,30,0,34
AD Mathews,UT Yadav,6,0,4
AD Mathews,TM Dilshan,11,0,10
AD Mathews,TL Suman,8,0,7
Washington Sundar,E Lewis,6,0,14
AD Mathews,TG Southee,6,0,7
Washington Sundar,DJM Short,6,0,2
AD Mathews,STR Binny,2,0,2
SK Trivedi,Shahid Afridi,1,0,1
A Mishra,EJG Morgan,28,0,29
SK Trivedi,Shakib Al Hasan,14,0,10
SK Trivedi,T Thushara,6,0,2
AD Mathews,SS Tiwary,48,0,37
SK Trivedi,TM Dilshan,44,0,54
SK Trivedi,UBT Chand,2,0,2
SK Trivedi,Umar Gul,2,0,1
Washington Sundar,DA Miller,4,0,1
AD Mathews,S Badrinath,8,0,17
Washington Sundar,Abhishek Sharma,6,0,2
SK Trivedi,AD Mathews,8,0,4
SK Warne,MK Tiwary,18,0,5
AD Mathews,NV Ojha,21,0,28
SK Warne,KP Pietersen,12,0,15
SK Warne,LR Shukla,42,0,19
SK Warne,LRPL Taylor,14,0,2
WPUJC Vaas,YK Pathan,30,0,35
SK Warne,M Manhas,21,0,21
AD Mathews,Mandeep Singh,10,0,5
SK Warne,MEK Hussey,17,0,15
AD Mathews,MV Boucher,2,0,0
SK Warne,MK Pandey,20,0,15
AD Mathews,MS Dhoni,2,0,7
SK Warne,D du Preez,2,0,1
A Mishra,HM Amla,2,0,1
AD Mathews,M Vohra,10,0,7
SK Warne,Mohammad Asif,2,0,1
SK Warne,NLTC Perera,2,0,0
AD Mathews,LRPL Taylor,14,0,22
AD Mathews,KV Sharma,5,0,2
AD Mathews,KS Williamson,10,0,25
AD Mathews,KP Pietersen,10,0,19
SK Warne,R Dravid,24,0,19
SK Warne,R Vinay Kumar,4,0,8
AD Mathews,PA Reddy,5,0,8
AD Mathews,PD Collingwood,6,0,7
SK Warne,KA Pollard,6,0,4
AD Mathews,PP Chawla,6,0,12
SK Warne,DA Warner,7,0,6
SK Warne,DB Das,5,0,9
AD Mathews,RT Ponting,5,0,3
SK Warne,DJ Bravo,6,0,1
SK Warne,DJ Hussey,26,0,17
SK Warne,DL Vettori,4,0,4
SK Warne,DPMD Jayawardene,9,0,9
AD Mathews,RS Bopara,6,0,2
SK Warne,DT Christian,3,0,2
Washington Sundar,AR Patel,1,0,1
AD Mathews,RN ten Doeschate,18,0,24
SK Warne,G Gambhir,60,0,50
SK Warne,Harbhajan Singh,9,0,4
SK Warne,Harpreet Singh,2,0,1
Washington Sundar,AJ Tye,2,0,2
AD Mathews,R Sathish,4,0,3
SK Warne,JA Morkel,54,0,89
SK Warne,JDP Oram,5,0,1
SK Warne,JEC Franklin,3,0,6
SK Warne,JH Kallis,46,0,18
Washington Sundar,AD Russell,2,0,1
AD Mathews,V Sehwag,35,0,39
Washington Sundar,GJ Maxwell,1,0,0
SK Trivedi,S Badrinath,35,0,24
AD Russell,D Wiese,10,0,5
SK Trivedi,DJG Sammy,16,0,20
AD Russell,DJ Harris,6,0,8
Washington Sundar,LMP Simmons,8,0,2
SK Trivedi,DR Smith,63,0,45
Washington Sundar,LH Ferguson,1,0,1
SK Trivedi,DT Patil,10,0,3
SK Trivedi,DW Steyn,2,0,1
SK Trivedi,EJG Morgan,18,0,13
SK Trivedi,F du Plessis,28,0,19
Washington Sundar,Kuldeep Yadav,6,0,3
Washington Sundar,KS Williamson,21,0,21
SK Trivedi,RV Uthappa,51,0,45
SK Trivedi,HH Gibbs,2,0,5
SK Trivedi,Harpreet Singh,5,0,4
AD Russell,CL White,8,0,13
SK Trivedi,IR Jaggi,1,0,1
SK Trivedi,JA Morkel,5,0,2
AD Russell,CJ Anderson,10,0,10
AD Russell,BB Sran,4,0,2
A Mishra,DL Chahar,2,0,1
SK Trivedi,JR Hopes,7,0,17
SK Trivedi,KA Pollard,25,0,10
A Mishra,DJM Short,12,0,3
AD Russell,DR Smith,17,0,7
SK Trivedi,DB Ravi Teja,9,0,6
SK Trivedi,DB Das,7,0,4
SK Trivedi,AM Nayar,19,0,12
SK Trivedi,AM Rahane,8,0,2
SK Trivedi,AP Majumdar,7,0,7
SK Trivedi,AP Tare,10,0,8
SK Trivedi,AT Rayudu,29,0,25
SK Trivedi,Anirudh Singh,10,0,3
A Mishra,DJ Jacobs,4,0,5
SK Trivedi,Azhar Mahmood,23,0,22
AD Russell,GJ Bailey,12,0,15
AD Russell,G Gambhir,8,0,6
SK Trivedi,BB Samantray,11,0,9
SK Trivedi,BJ Hodge,22,0,9
SK Trivedi,BJ Rohrer,9,0,10
SK Trivedi,Bipul Sharma,11,0,9
Washington Sundar,MK Lomror,8,0,5
AD Russell,F du Plessis,21,0,24
AD Russell,EJG Morgan,13,0,6
SK Trivedi,CH Gayle,28,0,14
SK Trivedi,CJ Ferguson,6,0,2
AD Russell,DW Steyn,2,0,1
SK Trivedi,DA Warner,40,0,36
Washington Sundar,KK Nair,16,0,18
SK Trivedi,KB Arun Karthik,6,0,1
AD Russell,B Kumar,3,0,0
SK Trivedi,OA Shah,6,0,7
A Mishra,DP Vijaykumar,2,0,1
SK Trivedi,PA Patel,10,0,15
Washington Sundar,JP Duminy,2,0,1
Washington Sundar,JO Holder,6,0,1
SK Trivedi,PC Valthaty,9,0,24
AD Russell,AB de Villiers,28,0,51
AD Russell,A Nehra,3,0,1
SK Trivedi,R Dravid,18,0,21
SK Trivedi,R McLaren,5,0,0
SK Trivedi,R Sathish,6,0,6
Washington Sundar,JC Buttler,15,0,8
Washington Sundar,Ishan Kishan,46,0,24
SK Trivedi,R Vinay Kumar,2,0,1
SK Trivedi,RA Jadeja,17,0,17
SK Trivedi,RE Levi,3,0,3
Washington Sundar,HH Pandya,19,0,16
AD Mathews,Yuvraj Singh,12,0,8
AD Mathews,YK Pathan,39,0,19
SK Trivedi,RR Powar,2,0,1
SK Trivedi,RS Bopara,16,0,6
AD Mathews,WP Saha,7,0,9
SK Trivedi,P Kumar,7,0,5
Washington Sundar,KD Karthik,12,0,9
AD Russell,Azhar Mahmood,11,0,18
SK Trivedi,NL McCullum,3,0,8
AD Russell,Anureet Singh,1,0,1
SK Trivedi,KP Pietersen,4,0,2
AD Russell,Abhishek Sharma,3,0,2
SK Trivedi,LRPL Taylor,17,0,12
SK Trivedi,M Kaif,12,0,5
AD Russell,AT Rayudu,26,0,16
SK Trivedi,M Muralitharan,2,0,0
AD Russell,AR Patel,6,0,13
SK Trivedi,MA Agarwal,4,0,2
SK Trivedi,MC Henriques,1,0,0
SK Trivedi,MC Juneja,10,0,7
SK Trivedi,MEK Hussey,57,0,46
SK Trivedi,MF Maharoof,12,0,7
SK Trivedi,MG Johnson,8,0,5
Washington Sundar,KH Pandya,13,0,8
AD Russell,AJ Tye,4,0,0
SK Trivedi,ML Hayden,12,0,5
SK Trivedi,MS Bisla,14,0,9
AD Russell,AJ Finch,7,0,6
SK Trivedi,MV Boucher,1,0,1
SK Trivedi,Mandeep Singh,16,0,7
WPUJC Vaas,UT Yadav,4,0,2
SK Warne,RE van der Merwe,2,0,2
AD Mathews,KK Nair,9,0,10
AD Mascarenhas,CH Gayle,26,0,23
SL Malinga,Joginder Sharma,8,0,3
AD Mascarenhas,DPMD Jayawardene,4,0,2
SL Malinga,K Rabada,6,0,3
SL Malinga,KAJ Roach,6,0,4
AD Mascarenhas,DB Das,16,0,10
AD Mascarenhas,CL White,14,0,3
WPUJC Vaas,M Kaif,4,0,2
SL Malinga,KK Cooper,8,0,7
SL Malinga,KK Nair,8,0,1
AD Mascarenhas,CJ Ferguson,3,0,3
SL Malinga,KP Pietersen,22,0,14
A Mishra,JEC Franklin,14,0,8
A Mishra,JP Duminy,8,0,20
A Mishra,JP Faulkner,10,0,4
SL Malinga,KW Richardson,4,0,3
AD Mascarenhas,AT Rayudu,10,0,15
SL Malinga,LR Shukla,8,0,4
AD Mascarenhas,AD Mathews,6,0,10
WPUJC Vaas,KD Karthik,6,0,18
AD Mascarenhas,AB Dinda,1,0,1
AD Mascarenhas,A Nehra,3,0,2
SL Malinga,M Vohra,6,0,15
SL Malinga,JR Hopes,8,0,5
SL Malinga,JP Faulkner,9,0,3
AD Mascarenhas,GH Vihari,24,0,15
SL Malinga,JJ Roy,3,0,8
A Mishra,JM Bairstow,11,0,17
SL Malinga,GB Hogg,6,0,1
SL Malinga,GC Smith,11,0,8
AD Mascarenhas,KP Pietersen,14,0,10
SL Malinga,GJ Bailey,24,0,27
SL Malinga,GJ Maxwell,19,0,19
WPUJC Vaas,MJ Lumb,16,0,10
A Mishra,JM Kemp,6,0,2
SL Malinga,HH Gibbs,20,0,6
SL Malinga,HM Amla,18,0,51
AD Mascarenhas,KC Sangakkara,13,0,19
AD Mascarenhas,JH Kallis,14,0,5
SL Malinga,IR Jaggi,9,0,12
SL Malinga,Iqbal Abdulla,22,0,9
SL Malinga,Ishan Kishan,10,0,9
WPUJC Vaas,M Manhas,6,0,2
PV Tambe,KM Jadhav,6,0,3
SL Malinga,J Syed Mohammad,6,0,5
SL Malinga,JA Morkel,1,0,2
SL Malinga,JD Ryder,4,0,4
AD Mascarenhas,IK Pathan,2,0,2
AC Voges,WPUJC Vaas,4,0,3
WPUJC Vaas,JA Morkel,6,0,4
SL Malinga,MC Henriques,21,0,15
A Mishra,KC Sangakkara,14,0,5
SL Malinga,Mohammad Nabi,14,0,15
WPUJC Vaas,CA Pujara,7,0,4
WPUJC Vaas,BJ Hodge,1,0,0
SL Malinga,NLTC Perera,1,0,1
SL Malinga,NV Ojha,27,0,20
AC Thomas,TM Dilshan,12,0,9
WPUJC Vaas,BB McCullum,6,0,5
SL Malinga,P Awana,2,0,0
SL Malinga,P Dogra,12,0,5
AC Thomas,TL Suman,5,0,15
WPUJC Vaas,B Akhil,6,0,8
WPUJC Vaas,AD Mathews,2,0,7
SL Malinga,PC Valthaty,19,0,1
SL Malinga,PJ Cummins,2,0,0
AC Thomas,SR Tendulkar,16,0,5
SL Malinga,PP Shaw,2,0,1
SL Malinga,Parvez Rasool,2,0,1
SL Malinga,Q de Kock,20,0,6
WPUJC Vaas,AB de Villiers,14,0,8
AC Thomas,SE Marsh,1,0,1
WPUJC Vaas,A Nehra,6,0,3
WPUJC Vaas,CL White,10,0,4
SL Malinga,MV Boucher,24,0,18
WPUJC Vaas,IK Pathan,8,0,8
WPUJC Vaas,DJ Hussey,8,0,13
AC Voges,V Sehwag,7,0,8
AC Voges,SC Ganguly,4,0,7
AC Voges,S Badrinath,8,0,6
SL Malinga,MG Johnson,4,0,1
SL Malinga,MJ Guptill,11,0,15
AC Voges,RV Uthappa,2,0,4
AC Voges,RS Bopara,6,0,2
AC Voges,RG Sharma,6,0,5
WPUJC Vaas,G Gambhir,26,0,18
AC Voges,MS Dhoni,4,0,2
SL Malinga,ML Hayden,51,0,25
WPUJC Vaas,FY Fazal,4,0,2
